_FieldNrShort,_FieldNr,_PlantNr,_Rec_id,iv_id,Flw_dt,Sex_cm,SexRev_dt,SSet_dt,_PlotComments,_pi_pd_SubLocation,_WhoObserved,GrowerName,GrowerLocation,_DateObserved,_HarvestNr,_DateHarvested,_ObservationNr,_BookComments,GCEntryID,GCExportID
129631,B24_129631,2,280749971,278582166,11/27/2024,54444,12/04/2024,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-607,596f2c859df94355bdc2e3c1d43668e4-0
129631,B24_129631,3,280749972,278582166,11/27/2024,55554,12/23/2024,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-608,596f2c859df94355bdc2e3c1d43668e4-0
129631,B24_129631,4,280749973,278582166,12/03/2024,55554,12/29/2024,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-609,596f2c859df94355bdc2e3c1d43668e4-0
129631,B24_129631,5,280749974,278582166,12/03/2024,55433,12/18/2024,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-60a,596f2c859df94355bdc2e3c1d43668e4-0
129635,B24_129635,1,280749975,278582175,12/22/2024,555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-60b,596f2c859df94355bdc2e3c1d43668e4-0
129635,B24_129635,2,280749976,278582175,12/18/2024,5554,01/07/2025,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-60c,596f2c859df94355bdc2e3c1d43668e4-0
129635,B24_129635,3,280749977,278582175,12/13/2024,55554,01/07/2025,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-60d,596f2c859df94355bdc2e3c1d43668e4-0
129635,B24_129635,4,280749978,278582175,12/13/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-60e,596f2c859df94355bdc2e3c1d43668e4-0
129639,B24_129639,1,280749979,278582192,11/27/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-60f,596f2c859df94355bdc2e3c1d43668e4-0
129639,B24_129639,2,280749980,278582192,11/27/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-610,596f2c859df94355bdc2e3c1d43668e4-0
129639,B24_129639,3,280749981,278582192,11/27/2024,55555,,12/23/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-611,596f2c859df94355bdc2e3c1d43668e4-0
129639,B24_129639,4,280749982,278582192,,,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-612,596f2c859df94355bdc2e3c1d43668e4-0
129642,B24_129642,1,280749983,278582412,11/27/2024,55555,,12/22/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-613,596f2c859df94355bdc2e3c1d43668e4-0
129642,B24_129642,2,280749984,278582412,11/27/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-614,596f2c859df94355bdc2e3c1d43668e4-0
129642,B24_129642,3,280749985,278582412,11/20/2024,55555,,12/23/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-615,596f2c859df94355bdc2e3c1d43668e4-0
129642,B24_129642,4,280749986,278582412,11/20/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-616,596f2c859df94355bdc2e3c1d43668e4-0
129646,B24_129646,1,280749987,278582422,12/01/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-617,596f2c859df94355bdc2e3c1d43668e4-0
129646,B24_129646,2,280749988,278582422,12/18/2024,1111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-618,596f2c859df94355bdc2e3c1d43668e4-0
129646,B24_129646,3,280749989,278582422,,,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-619,596f2c859df94355bdc2e3c1d43668e4-0
129646,B24_129646,4,280749990,278582422,12/04/2024,55554,12/29/2024,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-61a,596f2c859df94355bdc2e3c1d43668e4-0
129648,B24_129648,1,280749991,278582429,12/18/2024,5443,12/23/2024,12/29/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-61b,596f2c859df94355bdc2e3c1d43668e4-0
129648,B24_129648,2,280749992,278582429,12/04/2024,54332,12/10/2024,12/23/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-61c,596f2c859df94355bdc2e3c1d43668e4-0
129648,B24_129648,3,280749993,278582429,,53333,12/18/2024,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-61d,596f2c859df94355bdc2e3c1d43668e4-0
129648,B24_129648,4,280749994,278582429,12/17/2024,44332,,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-61e,596f2c859df94355bdc2e3c1d43668e4-0
129660,B24_129660,4,280749995,278582466,11/27/2024,55555,12/10/2024,12/04/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-61f,596f2c859df94355bdc2e3c1d43668e4-0
129660,B24_129660,5,280749996,278582466,12/04/2024,55555,,12/29/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-620,596f2c859df94355bdc2e3c1d43668e4-0
129660,B24_129660,6,280749997,278582466,11/27/2024,54444,12/04/2024,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-621,596f2c859df94355bdc2e3c1d43668e4-0
129672,B24_129672,1,280749998,278582717,12/22/2024,533,12/29/2024,01/07/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-622,596f2c859df94355bdc2e3c1d43668e4-0
129672,B24_129672,2,280749999,278582717,12/29/2024,2111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-623,596f2c859df94355bdc2e3c1d43668e4-0
129672,B24_129672,3,280750000,278582717,12/18/2024,32221,,12/29/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-624,596f2c859df94355bdc2e3c1d43668e4-0
129672,B24_129672,4,280750801,278582717,12/29/2024,2111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-625,596f2c859df94355bdc2e3c1d43668e4-0
129672,B24_129672,5,280750802,278582717,12/17/2024,21111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-626,596f2c859df94355bdc2e3c1d43668e4-0
129679,B24_129679,1,280750803,278582744,12/18/2024,55554,01/14/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-627,596f2c859df94355bdc2e3c1d43668e4-0
129679,B24_129679,2,280750804,278582744,12/18/2024,5554,01/08/2025,01/06/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-628,596f2c859df94355bdc2e3c1d43668e4-0
129679,B24_129679,3,280750805,278582744,12/18/2024,55555,,01/08/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-629,596f2c859df94355bdc2e3c1d43668e4-0
129679,B24_129679,4,280750806,278582744,12/18/2024,55554,01/14/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-62a,596f2c859df94355bdc2e3c1d43668e4-0
129679,B24_129679,5,280750807,278582744,11/27/2024,55555,,12/29/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-62b,596f2c859df94355bdc2e3c1d43668e4-0
129680,B24_129680,1,280750808,278582746,12/01/2024,33222,,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-62c,596f2c859df94355bdc2e3c1d43668e4-0
129680,B24_129680,2,280750809,278582746,12/10/2024,33222,,12/23/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-62d,596f2c859df94355bdc2e3c1d43668e4-0
129680,B24_129680,3,280750810,278582746,12/03/2024,43333,,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-62e,596f2c859df94355bdc2e3c1d43668e4-0
129683,B24_129683,4,280750811,278582755,12/29/2024,5544,01/15/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-62f,596f2c859df94355bdc2e3c1d43668e4-0
129683,B24_129683,5,280750812,278582755,12/18/2024,55554,01/14/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-630,596f2c859df94355bdc2e3c1d43668e4-0
129683,B24_129683,6,280750813,278582755,12/22/2024,55544,01/14/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-631,596f2c859df94355bdc2e3c1d43668e4-0
129686,B24_129686,1,280750814,278582770,12/03/2024,53333,,12/23/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-632,596f2c859df94355bdc2e3c1d43668e4-0
129686,B24_129686,2,280750815,278582770,,53333,12/16/2024,12/24/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-633,596f2c859df94355bdc2e3c1d43668e4-0
129690,B24_129690,1,280750816,278583007,11/27/2024,32222,,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-634,596f2c859df94355bdc2e3c1d43668e4-0
129690,B24_129690,2,280750817,278583007,12/04/2024,43333,,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-635,596f2c859df94355bdc2e3c1d43668e4-0
129690,B24_129690,3,280750818,278583007,12/23/2024,53322,12/28/2024,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-636,596f2c859df94355bdc2e3c1d43668e4-0
129690,B24_129690,4,280750819,278583007,12/01/2024,11111,,12/29/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-637,596f2c859df94355bdc2e3c1d43668e4-0
129690,B24_129690,5,280750820,278583007,12/13/2024,5444,12/18/2024,12/28/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-638,596f2c859df94355bdc2e3c1d43668e4-0
129694,B24_129694,1,280750821,278583013,11/27/2024,32111,,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-639,596f2c859df94355bdc2e3c1d43668e4-0
129694,B24_129694,2,280750822,278583013,12/03/2024,53333,12/10/2024,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-63a,596f2c859df94355bdc2e3c1d43668e4-0
129694,B24_129694,3,280750823,278583013,12/01/2024,22222,,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-63b,596f2c859df94355bdc2e3c1d43668e4-0
129694,B24_129694,4,280750824,278583013,11/27/2024,52111,12/01/2024,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-63c,596f2c859df94355bdc2e3c1d43668e4-0
129696,B24_129696,1,280750825,278583038,12/16/2024,33222,,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-63d,596f2c859df94355bdc2e3c1d43668e4-0
129696,B24_129696,2,280750826,278583038,12/18/2024,33332,,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-63e,596f2c859df94355bdc2e3c1d43668e4-0
129696,B24_129696,3,280750827,278583038,12/18/2024,33222,,12/29/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-63f,596f2c859df94355bdc2e3c1d43668e4-0
129696,B24_129696,4,280750828,278583038,,52222,12/17/2024,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-640,596f2c859df94355bdc2e3c1d43668e4-0
129698,B24_129698,1,280750829,278583059,12/04/2024,55554,12/30/2024,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-641,596f2c859df94355bdc2e3c1d43668e4-0
129698,B24_129698,2,280750830,278583059,11/27/2024,55555,,12/23/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-642,596f2c859df94355bdc2e3c1d43668e4-0
129698,B24_129698,3,280750831,278583059,11/27/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-643,596f2c859df94355bdc2e3c1d43668e4-0
129698,B24_129698,4,280750832,278583059,12/03/2024,55554,12/30/2024,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-644,596f2c859df94355bdc2e3c1d43668e4-0
129700,B24_129700,1,280750833,278583063,11/27/2024,55555,,12/17/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-645,596f2c859df94355bdc2e3c1d43668e4-0
129700,B24_129700,2,280750834,278583063,11/27/2024,21111,,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-646,596f2c859df94355bdc2e3c1d43668e4-0
129700,B24_129700,3,280750835,278583063,11/27/2024,21111,,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-647,596f2c859df94355bdc2e3c1d43668e4-0
129700,B24_129700,4,280750836,278583063,11/27/2024,32222,,12/04/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-648,596f2c859df94355bdc2e3c1d43668e4-0
129704,B24_129704,1,280750837,278583397,11/20/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-649,596f2c859df94355bdc2e3c1d43668e4-0
129704,B24_129704,2,280750838,278583397,12/10/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-64a,596f2c859df94355bdc2e3c1d43668e4-0
129704,B24_129704,3,280750839,278583397,12/17/2024,55554,01/14/2025,01/06/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-64b,596f2c859df94355bdc2e3c1d43668e4-0
129704,B24_129704,4,280750840,278583397,12/17/2024,5554,01/08/2025,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-64c,596f2c859df94355bdc2e3c1d43668e4-0
129716,B24_129716,1,280750841,278583972,12/13/2024,32222,,01/08/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-64d,596f2c859df94355bdc2e3c1d43668e4-0
129716,B24_129716,2,280750842,278583972,11/27/2024,21111,,12/23/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-64e,596f2c859df94355bdc2e3c1d43668e4-0
129716,B24_129716,3,280750843,278583972,11/27/2024,21111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-64f,596f2c859df94355bdc2e3c1d43668e4-0
129718,B24_129718,1,280750844,278584206,12/04/2024,11111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-650,596f2c859df94355bdc2e3c1d43668e4-0
129718,B24_129718,2,280750845,278584206,12/02/2024,11111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-651,596f2c859df94355bdc2e3c1d43668e4-0
129734,B24_129734,4,280750846,278574722,12/03/2024,11111,,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-652,596f2c859df94355bdc2e3c1d43668e4-0
129734,B24_129734,5,280750847,278574722,12/10/2024,33332,,12/16/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-653,596f2c859df94355bdc2e3c1d43668e4-0
129734,B24_129734,6,280750848,278574722,,53332,12/17/2024,12/29/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-654,596f2c859df94355bdc2e3c1d43668e4-0
129738,B24_129738,1,280750849,278574733,12/03/2024,52222,12/10/2024,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-655,596f2c859df94355bdc2e3c1d43668e4-0
129738,B24_129738,2,280750850,278574733,,33222,,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-656,596f2c859df94355bdc2e3c1d43668e4-0
129738,B24_129738,3,280750851,278574733,12/04/2024,53222,12/12/2024,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-657,596f2c859df94355bdc2e3c1d43668e4-0
129741,B24_129741,1,280750852,278574750,12/18/2024,5554,01/07/2025,01/07/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-658,596f2c859df94355bdc2e3c1d43668e4-0
129741,B24_129741,2,280750853,278574750,,,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-659,596f2c859df94355bdc2e3c1d43668e4-0
129741,B24_129741,3,280750854,278574750,12/11/2024,55554,01/07/2025,01/08/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-65a,596f2c859df94355bdc2e3c1d43668e4-0
129741,B24_129741,4,280750855,278574750,12/11/2024,53333,12/17/2024,12/28/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-65b,596f2c859df94355bdc2e3c1d43668e4-0
129741,B24_129741,5,280750856,278574750,12/18/2024,55554,01/14/2025,01/08/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-65c,596f2c859df94355bdc2e3c1d43668e4-0
129747,B24_129747,1,280750857,278574779,11/27/2024,31111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-65d,596f2c859df94355bdc2e3c1d43668e4-0
129747,B24_129747,2,280750858,278574779,12/02/2024,33111,,12/18/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-65e,596f2c859df94355bdc2e3c1d43668e4-0
129747,B24_129747,3,280750859,278574779,11/27/2024,31111,,12/10/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-65f,596f2c859df94355bdc2e3c1d43668e4-0
129747,B24_129747,4,280750860,278574779,11/20/2024,53222,11/27/2024,12/03/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-660,596f2c859df94355bdc2e3c1d43668e4-0
129767,B24_129767,3,280750861,278575321,11/27/2024,52221,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-661,596f2c859df94355bdc2e3c1d43668e4-0
129767,B24_129767,4,280750862,278575321,12/04/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-662,596f2c859df94355bdc2e3c1d43668e4-0
129769,B24_129769,3,280750863,278575326,12/10/2024,32211,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-663,596f2c859df94355bdc2e3c1d43668e4-0
129769,B24_129769,4,280750864,278575326,12/10/2024,11111,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-664,596f2c859df94355bdc2e3c1d43668e4-0
129786,B24_129786,1,280750865,278575398,12/29/2024,5544,01/14/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-665,596f2c859df94355bdc2e3c1d43668e4-0
129786,B24_129786,2,280750866,278575398,12/19/2024,55554,01/14/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-666,596f2c859df94355bdc2e3c1d43668e4-0
129786,B24_129786,3,280750867,278575398,01/06/2025,555,,01/22/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-667,596f2c859df94355bdc2e3c1d43668e4-0
129786,B24_129786,4,280750868,278575398,12/31/2024,5555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-668,596f2c859df94355bdc2e3c1d43668e4-0
129790,B24_129790,1,280750869,278575710,12/10/2024,55554,01/07/2025,12/30/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-669,596f2c859df94355bdc2e3c1d43668e4-0
129790,B24_129790,2,280750870,278575710,12/10/2024,55554,01/08/2025,01/08/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-66a,596f2c859df94355bdc2e3c1d43668e4-0
129790,B24_129790,3,280750871,278575710,12/24/2024,55544,01/14/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-66b,596f2c859df94355bdc2e3c1d43668e4-0
129790,B24_129790,4,280750872,278575710,12/22/2024,55544,01/14/2025,01/15/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-66c,596f2c859df94355bdc2e3c1d43668e4-0
129793,B24_129793,1,280750873,278575719,12/04/2024,54444,12/12/2024,12/17/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-66d,596f2c859df94355bdc2e3c1d43668e4-0
129793,B24_129793,2,280750874,278575719,12/03/2024,5554,12/22/2024,12/23/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-66e,596f2c859df94355bdc2e3c1d43668e4-0
129793,B24_129793,3,280750875,278575719,11/27/2024,55544,12/16/2024,12/16/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-66f,596f2c859df94355bdc2e3c1d43668e4-0
129793,B24_129793,4,280750876,278575719,11/27/2024,55544,12/15/2024,12/17/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-670,596f2c859df94355bdc2e3c1d43668e4-0
129793,B24_129793,5,280750877,278575719,11/27/2024,55544,12/16/2024,12/16/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-671,596f2c859df94355bdc2e3c1d43668e4-0
129793,B24_129793,6,280750878,278575719,11/27/2024,54444,12/04/2024,12/16/2024,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-672,596f2c859df94355bdc2e3c1d43668e4-0
129796,B24_129796,1,280750879,278575726,,555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-673,596f2c859df94355bdc2e3c1d43668e4-0
129796,B24_129796,2,280750880,278575726,12/22/2024,55554,01/21/2025,01/14/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-674,596f2c859df94355bdc2e3c1d43668e4-0
129796,B24_129796,3,280750881,278575726,12/17/2024,55555,,01/08/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-675,596f2c859df94355bdc2e3c1d43668e4-0
129796,B24_129796,4,280750882,278575726,12/24/2024,5554,01/20/2025,01/21/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-676,596f2c859df94355bdc2e3c1d43668e4-0
129796,B24_129796,5,280750883,278575726,12/10/2024,55554,01/21/2025,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-677,596f2c859df94355bdc2e3c1d43668e4-0
129800,B24_129800,5,280750884,278575735,,,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-678,596f2c859df94355bdc2e3c1d43668e4-0
129800,B24_129800,6,280750885,278575735,,,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-679,596f2c859df94355bdc2e3c1d43668e4-0
129802,B24_129802,4,280750886,278575738,12/18/2024,555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-67a,596f2c859df94355bdc2e3c1d43668e4-0
129802,B24_129802,5,280750887,278575738,12/29/2024,55,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-67b,596f2c859df94355bdc2e3c1d43668e4-0
129802,B24_129802,6,280750888,278575738,12/17/2024,5555,,01/07/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-67c,596f2c859df94355bdc2e3c1d43668e4-0
129804,B24_129804,1,280750889,278575746,12/13/2024,55555,,01/07/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-67d,596f2c859df94355bdc2e3c1d43668e4-0
129804,B24_129804,2,280750890,278575746,12/12/2024,55554,01/07/2025,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-67e,596f2c859df94355bdc2e3c1d43668e4-0
129804,B24_129804,3,280750891,278575746,12/12/2024,55555,,01/07/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-67f,596f2c859df94355bdc2e3c1d43668e4-0
129804,B24_129804,4,280750892,278575746,12/16/2024,5554,01/07/2025,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-680,596f2c859df94355bdc2e3c1d43668e4-0
129804,B24_129804,5,280750893,278575746,12/13/2024,55554,01/07/2025,01/08/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-681,596f2c859df94355bdc2e3c1d43668e4-0
129807,B24_129807,1,280750894,278575753,12/10/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-682,596f2c859df94355bdc2e3c1d43668e4-0
129807,B24_129807,2,280750895,278575753,12/11/2024,55555,,01/08/2025,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-683,596f2c859df94355bdc2e3c1d43668e4-0
129807,B24_129807,3,280750896,278575753,12/04/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-684,596f2c859df94355bdc2e3c1d43668e4-0
129807,B24_129807,4,280750897,278575753,12/10/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-685,596f2c859df94355bdc2e3c1d43668e4-0
129815,B24_129815,1,280750898,278575778,12/04/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-686,596f2c859df94355bdc2e3c1d43668e4-0
129815,B24_129815,2,280750899,278575778,12/03/2024,55555,,,,Pe19,,,,01/30/2025,,,,,596f2c859df94355bdc2e3c1d43668e4-0-687,596f2c859df94355bdc2e3c1d43668e4-0
